sha,is_mal,orig_c2,tier3_filtered,kept_c2
c8bb60d2a82e7f1991fb2ad3e5797cf53117e0d36f64e9ca49dd1682654ec735,1,0,0,0
c565f4b9b3c6bb095c6ce62ab02c5cc8a84502231f4facdddb6f3d7af2321b5e,1,0,0,0
c699d9b9896d4842c16e418bdff5d7d18c99a102da111880fa455fc1a39bba5a,1,8,0,8
ca9ae76de194548709966263c227709d5c57c8e57f07f50d1532cf52fc5f438d,1,0,0,0
cb0a4a758877e3f18a85fe307c6d4a7baf9924aab93bcbcb41f81eb13d9ac0f6,1,0,0,0
cb147e7ce69723523f604da875d78ca4738e5f416d2297910ee179a5067e79fe,1,1,0,1
ce312487b225fbd0ed8216bdc75058fd6032e60b74e8c0334e0d8d3c01e975c1,1,17,0,17
ccb7b86f0563408816e3ceaedc0b79cf8d48977fcf77c389e4d0db9be8cd28f1,1,0,0,0
cb7744fe6345dd0e4f15f1acdde23ecb6d484b3c8a6ce8792628a6a1453eefa4,1,0,0,0
ce462b41ab7480dce4f290a9921fca51ba40e502d480a348d50770607e3d02b9,1,1,0,1
cbc71b0bd3f94cb163a8ab106242aa7638aced10e7b8c4d6179bc7fc5ba649f2,1,0,0,0
ce480d22d9936bc469d46abbcd51bdb74dc201216c29a97ba21c40e0299335bc,1,28,0,28
ceb48e4b9d82b2ab7b486393048cdc78c6dfaf88799521e63677b06975f707cd,1,0,0,0
d406875062926f8a66fec10b45ab924193faa7fd8a01667d4aacb41387c4185d,1,10,0,10
d29295f1504676003fd3ccbd3e41a53aabbe80d2025bfb3a6ef9a9fcff97b6cd,1,1,0,1
d2588ff4362c7532a31beea1acbe156cc8ff63fc571387c9954b09bfcd3ab2a2,1,0,0,0
d472e114361dd2c6ebafb60daa72ba2db09752de5b243538f0fee18410ad6a25,1,0,0,0
d44d9cef26adf2c20c4bdb0d950e13507f8fad0bed8c10812d99e2463e563d66,1,0,0,0
d4b3fa551ff6282287ea8d30b2860a55198f0a8c76cf20ea27bba95113628f69,1,1,0,1
d65ae353ce5d975cea85bb0fab578590a90061173657ba2e1a0c1110d9b8eb91,1,0,0,0
d5624c7f869504a65986278f6b7921726aa08355d1f203beaee6e6a8869505f4,1,19,0,19
d7233e269b529198362c29b5f8a15f09e7e4e282c8e35eb68b45b57978f63dd2,1,8,0,8
d5ca7ba75cfb8fd76929c1b8f6547780d8305a6654b6423124d380ff59b0d1c9,1,2,0,2
d76c3dc5540ab91a222420a7f6b8cee47ad47618b2b1f334f4053115c92696e6,1,0,0,0
d79cb0972064102afd1bfbabe9a39262bdc864b10f95e60c47e605d1d3f18562,1,5,0,5
d6d1f2dd6db3177ccbde0fe17170cc4fa81078d1a9a900f1f5dd73ddce5f06e6,1,0,0,0
d8882d6a246da7bbdda1ae82c0328601c4dc6cf368e3c0227e6b19a9e1042374,1,4,0,4
d846f593c4a63614d2810a10f14196a1da43b8bfdc60f6c781a63cf8fcfd632e,1,0,0,0
d7ddce85033dd6a5bb68d2751d903fe7cbda741c64351b9d5632ad4661add63a,1,0,0,0
dbfc18d920ae1c2acab8aeb4eda81da4f3acd39dd3d5c8faa0cb20dfd85593d3,1,0,0,0
d98a9aac37efc24c8680c51ce925b4ef8472ddaf62e044dcf2cb7106e3e940b5,1,0,0,0
d8b3327efe0c98be433a7a73591facb031fadcad747ad99e4ac3ccd0e6751290,1,0,0,0
d921e4c59b048aa4085712054c1fa0cac28994f8857b519f27a297b8f2c5d77d,1,0,0,0
dcb44dcc682dfe8ac8582125fb201c583809c12f578e70eafd6c37de3cf06f86,1,4,0,4
dd11c105ec8bb3c851f5955fa53eebb91b7dc46bef4d919ee4b099e825c56325,1,14,0,14
dceebf2ce1186b22f60b7ee064670db88347761767ea8610a35e50e568b348b3,1,3,0,3
ddc10ee44c7b3320e0cc2f951043bc3289de25e95bad25f315b709d14155963f,1,10,0,10
ddabe5999dbc9ffbc8b804a7ea6bb61415bc88e346b2d2c0d53bfff9dcc88d32,1,84,0,84
dea110082d57d210d746c7d9fe791d8e297de82ccd5e48c2813c615a45913e8e,1,0,0,0
decf0f2e6d42f5da6ef5f77954115e5cbbb8d68edab7151cf34d28a6d49cb9f8,1,0,0,0
de1d599dce6596fb6b5ed9aea4654e98e477877d6029e173a39a0dbd9db86f5c,1,10,0,10
df5944f9190614f04a8818a50438dfaf3339fa95289cdc0af54f8f239eb253fd,1,11,0,11
e07e7771124f0c5a9a7342e072e27a9cbad6e5ab4bf7fb6b85fc8f4e4495e652,1,6,0,6
e09615bfdc10f44d5250edeb3a0d032f83177737a15352e9c1e552543f5f756d,1,0,0,0
e0f530acc605475dc38c1bae9ecf9f7c94c80b8f24b695e3f8025dba1e8d5c22,1,0,0,0
ded693418a1c5368e377ac654e06a5bac04faff52ee0ef42a31eebcbf1cca2e0,1,62,0,62
e45caa25f87531cff2ee2803374ac78de0757941dd1311e3411ce4cdf6d5d942,1,6,0,6
e4a321eff05a64115f04306b581c8fced4626f71963c4fd2188c0e8e92c018c6,1,0,0,0
e847ffd29dca357027e2fb59eeb5abbce395ea1c819113c3a4e07c5839a7bded,1,1,0,1
e73eb273f49908baedb2a79a07198d3f9e903b795c2594bbea5c8e2841e8729b,1,6,0,6
e6e736df1923c47f6624dab18bf6a341995b5e756395256aa0b3f4c43594481a,1,0,0,0
e763dd5e7ae6b2d1436f7f659dd4511e4bef24c5823fd0739dd1c9ec5154a4c0,1,0,0,0
e7d07c08a826520ef71bd4a5bfb8c6bc7b907c4f94f18631208cf6037bd88f2d,1,3,0,3
e9cee469d3610df81d3c1890691c67027dd179337fb93a87164f95469006440a,1,0,0,0
eb1bcca87ab55bd0fe0cf1ec27753fddcd35b6030633da559eee42977279b8db,1,2,0,2
e9ef2d3002897f11e041e64863d47a4affbfdc5216f860fab51ae51447a5e23a,1,2,0,2
ec3ac26dc88851ddd209ca93eb156b721ebe4d4dce45188394fe65a8df95c457,1,0,0,0
ea342fa78264a135f081e3c2be4c50b8f03c1a3b314910c89a42da98b98c7ebd,1,2,0,2
ea6776fac45c8844242fdb566a17e70569813298235567bbe9fa0dd062f1160b,1,43,0,43
ecf9c8520e13054bcc1b1a18cc335810f7eb97bdbe75fc204ad050228f805216,1,1,0,1
f0356bb27b8a1a1774dd7106fbe9a85802de8df1f0b3ad9d7c874ae6dc3d9242,1,7,0,7
edf4b67aee4c8ca76fe8068abceb254df1fea59e49c06664c442e1a70a9c7c85,1,24,0,24
f07deea7b1b1053728c0079d30240d92c07853e3e37c86fa32540ee5e638d941,1,3,0,3
f03514da7d38e1a378429296a8d4405368aaad131dc069f513164eff569f7fca,1,15,0,15
ed1792c8271e5945b8a038247fe7cacd536739f950f6ebf6039aea6b7c8f6690,1,4,0,4
ecfebfbbc574d926d4158b40472c6b088a48bf99eb69217218f6c76d912ff993,1,4,0,4
f0462f4d2b0cdb23b0aa43f0faf2194bc947e85b0963c95211560eebe3756595,1,21,0,21
f157946d3868fbe013ec23b14f1097bb727654b4f3926322f035e86e3f5f637e,1,47,1,46
f924b3a2932b049fd76c38aec95bac1e4078ac1bebd306acb7d4f1b879916f77,1,6,0,6
f1c8b34879b04dc94f0a13d33c1e1272bdf9141e56e19da62c1a1b27af128604,1,1,0,1
f73771a1b9887ebe85ce70b6dc459e0ce05ff6f71ba5833b5385a9e0a81af3df,1,4,0,4
f5b84a261a19b8066cb609124d97bc52df08f08f564d32358a15aaf511caf5e4,1,0,0,0
f2305198a4789bc0f74afb7627bf998c2739d00d754eaff51aa2f538ab0329b4,1,2,0,2
f39f20ec060481bd89cfbd44654077fcd6404d87a1286685570334bd430e2f18,1,9,0,9
f9cad7c0218f34015aaf37f29a51832e1c23038ada5fc49064227d2dfb7f1e43,1,4,0,4
fb61404d33ac0737ff718c80082abdbf5bd9883ac5683c9f50dd71728d1805e3,1,134,0,134
fa5d0c455f9891d9ac34bfd679fab34f235712bf3ff64be6887a9e5b017abd44,1,3,0,3
fca210ed8b28a9544d0db5a8387fe75c26091003041220a9d28cb445e8169aad,1,0,0,0
fe1be052250f53b52017499744451c614e4771a392efa37afeb1b4774d861df0,1,2,0,2
fea09cb621507334ff92f30e0455db20e0de38a86e8b3e38c434340cc4ca2112,1,0,0,0
fd743672c95ad558086c799c249811c57463b4cd5b7d2c3610302d68fd6b5b7b,1,0,0,0
fe329c93c8a90149e50f48acaa77702e071290aa58203fc886fead002ff46094,1,1,0,1
ff742233c4d1658056c3d74f6c7edeaa0bb2c9f5c028a7ce152cf5bd6c07365a,1,0,0,0
24ef2bb4b573c4597de490dfbfcb368bf57a9510fff2f521659ea9eb77725385,0,17,0,17
88675cdf54cc478c585e24ffcf4419326751d046fee3189feebf4a0037ec4f5b,0,20,3,17
fdd476982cd74f2f00aac12d3683b1fa260a0b2d146411b94e09d773be3a7b56,0,7,0,7
4a9144fadfd8606cc5c0e9db892fd24846b7b2efeb1630db5377955d1612b119,0,132,0,132
a08f4f1816977d996dce4ab91732d918a13e9c02bed6080ac2b372c370b9da80,0,11,0,11
15465bc845560bd14bee0e47fc59dc4ed70fa522dc7c94306e2ba4fd89bf40a1,0,20,3,17
36b343514ea2cdd353b7554c14b3da3f4309653b67be5ceb2e912b25597e3d85,0,33,8,25
fd9c75d90d0f4a7c132b9b4a5a2cf1992a45e03b8d8ff988b7dcfbc0db2c4d11,0,18,5,13
92679dafee66c7d949c8f7a65ff3f2944140578bb687cd16f5e92495cb8c4087,0,5,2,3
1d66d19eedbab969b1be2e44e0ea35f5f8921cbe83b5c5ac810767ca1a84b7e8,0,22,0,22
1b058e37d3af70a20087a42d7c2f0b59e632d8a85719c2fe78e24310eea5516f,0,11,0,11
3e8fcc49a80d4c30ab6f6037e51402c77e2694d27ec19ae5b8a93cd08b6caffa,0,14,0,14
3f6d18460beb9f0636d7a3d15411121407e7e41b10af9fce1756e9322d1b9635,0,10,0,10
d0e336ad3587c493270d9ab585ba595fe8ec2ca00a58e09c24a65673ced4fbec,0,16,0,16
0cd567f8fd3cd28039f8edd2a785e0116776e91f43e96ac91994a33158f5c6fd,0,32,3,29
1008525a17b4f6a93ac690f9c50dcb675b6bebf53d2879dbc98ba65a1cb2e28d,0,0,0,0
dac24c81ba4ca0bbb73dfa11c42eaa90c34fd8375941a0874b37159e2ac07e4d,0,26,3,23
f88374b9113aa9ddba865258bd989eb3ac2ca1577d92e59d6e84228e080674ce,0,31,0,31
ab633d31cc0fa49e3ae29a3b816a7fcbe04033a3227f42bd30cf86fcd3be4159,0,2,0,2
b06e4958e3f6040228e06e270729b2363358d1e2ba8348ad07a7ebc6a0f85daa,0,4,0,4
1efd4d6251d256f95f120d00c48dac741926d7890f76732297622e968396d2c4,0,15,0,15
7f3a1528142c8a8a0ab1ecf6b83f0620eb31cd8daa94b299149c21982e3c2f14,0,0,0,0
35ff9940fd3d73acd1099f3640be6367c311ec9f6c34fa17e4748e874ecfe763,0,0,0,0
55641cdb5dba7f30c1d229cf8a34f390a8ff6b3f60cdff9b45d277919f33ce24,0,1,0,1
98fe65f21ff8e51918b94e80d25d99d52f5527d24a69dcd8dd9ca1a5da9b7a02,0,0,0,0
690a58bb75780d9f835183ae6deb563e06db659218a4275ddd40ba15353d66ce,0,2,0,2
077f0e17216bc7f6597c1b71b15005cd0f1be04400b5f29959348db076b46ee8,0,0,0,0
34895a84a638d53bd5ed57d134511eee9468f5461cb0e41874a1968ac256e4c8,0,1,0,1
8c7b60c9cef5a6343f000f12ff0a0714bc6f3de72ced17c57f1ce4a147bc4a67,0,0,0,0
2d6707624623fe8857da271dcc19511ab52472ce1fee6ac23bc7f2ecf2e7eea9,0,0,0,0
98a0e75e589c319093db56cf98bfa32d920b9436a9cbe7c30b32dcf7a4a6d284,0,0,0,0
aa0ca052e9e48ad7945f9aa535f5fd691018a5356a8ff95b0e5bf94662a54a10,0,2,0,2
fa45df9eb8e1a82097714f140da7c177c71d33bc5a62476f7459e9bc31448840,0,6,0,6
addb21a55a290c6623d71f7fded60039f8d631d9edba3fcbb551a80d6ab4e755,0,0,0,0
92d92bfd285011a09ced1e72567f35d32b12aa1a582b3be494500827ff5d66d9,0,7,0,7
37ffc01c030e3d24eb2e2129c8f91684ac5c97251ca0101f2759e57fbebe6c7f,0,22,0,22
02c799d3d582669daf2acf920093c68d2933f60aa937bb72fa2a805557233fe8,0,0,0,0
5bd321f86ca6b35366def6329ac50630886b03af53f0106ab53b7892ffdca6ec,0,5,0,5
9d2d2c4d697844987e3def5fa39fafe968e0e6b6d61ffba26c3b51060c437c24,0,1,0,1
ea69ca6762e150c048ce2fbec2a8198dad3ca4623425941a0e9e673776242b40,0,11,5,6
e5c600d90d2906acf338c59fdf4b79c98df5a934002a2f6773ff0f5cbc26b267,0,58,18,40
e69e40836e31337eb6d536b5637a3f6ba7b6484b54d172dd24238c0cb2dd5a76,0,0,0,0
1066f08e3e9e773fe0a5a4cd35d8e308634d8c4fbe9d3390be0095cbdaf0a39c,0,69,0,69
ef0896ebfdde39c8215f0a88c130b094a9f75f17c6c894e9fb50df802c8dd10c,0,2,0,2
f67ef52502faf8dbcef310c122d9efe7871effdd8f9fe0ca93b9925513152d37,0,0,0,0
a401cb8900129a26023cd15b1adeaa8cbd30e658347eb9cd28c035388b595b60,0,0,0,0
eda7bf2708380ae165b22be85f334238f703aeee6445b6a986e440b9c7139cb0,0,18,0,18
4e26134bafc3e90c8cb05cf50745e2c0bd870d1f06407007cb3188ed30172483,0,1,0,1
80d4f5bf297bf50be4ae4584ef0c5e51a871487969163bd6d069db77cde11bca,0,11,1,10
0a1e7b216439894a11b87d621e3ac9406f950fb73abd7983414407cb3f93733a,0,2,0,2
fdf8f1befbb9b33f205093b4bc4f5b778a4ed45b39e7e4ad5ef2136893d21a21,0,0,0,0
315662b8d8c1ea9883cf9f73c8be007c940e217c32d09acccdffdee365218494,0,0,0,0
0adc4049115025f7109f3ec6b7550bf9e5f3bd86347505894ae778b4d3ef5ff9,0,1,0,1
f10bae02e75b884c6e92e165e41c9cc92bff51d85c25aa01feddf68471080491,0,31,3,28
f22a539c35945d5eea817cee49f5bf15148412fc243a54baab30081c5a92572a,0,3,0,3
c0f0fbf74a92020d2f4859e02e1ff8564acec66e036435d5160cf74a12e20297,0,0,0,0
015f1adcfad79fd858de7f666634d9811714ab251f65868ce1282ed0a0340624,0,0,0,0
df01309e3641fac77cd9bd356558e122e31f1317f988dfb4144ebad949e0ac84,0,1,0,1
aab0e66e7954ca11053c56a8643db2ecbb0373ffcb444a3e7733f5e721f9419e,0,0,0,0
c9eeea657951f694067f125222dea62f5a7a5c88e44d9c4b2c75de5e5ae5aab1,0,110,0,110
9523b54582c144a97e6bcf4a446659d10c3dd5479f329dd45e314786f19e741f,0,23,4,19
0c731f01cb359e133b3c2d1d5655ce21a99de9e44a324fcb4dc64e0dc195c644,0,2,0,2
852106c266754245e00ae17b05cdafa8b43575730eef15761d753cdbd3ae8ce1,0,3,0,3
976ebc08571af97dcefc5feee2479eed47f0cbfc12b320f393462dfb50f077f3,0,15,0,15
659733fed5b5a7d8ca5d236b996667bde68f38a5acc8ea967970c430f3e05d89,0,14,0,14
9b0d16a134e1fcc75a8f103c4d80c39faf88f0ab1059a0beb0e88ee1fc76373b,0,3,0,3
c134927f92ecbf34d9a6f7f9571b2d22ae02cc35bf89617e4d0044d035536c15,0,1,0,1
b446621ce9bfaff14ab90d04ef5415d1de7823c0497c8301ae6b39822e4773bd,0,0,0,0
759b6e510c3ad532ab75d26eb4feebf5e7d26be81a6f22c5118c3d8a3c9de292,0,3,0,3
46152474065cf2d9ca71f7a0ebd07c1913261cb64c2241924010e9999d1070b1,0,0,0,0
f9446fd3d7f775a764eb0df696b6819a7f3a4ea85bd17871855848ef72d6bb21,0,0,0,0
8764457bf8555770feb9d3633af8bf1d1f2eba91658ffa0d8235ecbb85a62b0f,0,1,0,1
9f0545ffb70972e27c710e91a81430c31126d2531f2efa4d15fc65d8ca334539,0,9,0,9
bf780757313f52218145b242f29af968da8f606ff61f5c5a67454239e69a354b,0,0,0,0
bd60f30ea52954a606de7c446cedee39e8a89de5d18b15b616ebb2e7b33bc26f,0,1084,11,1073
2895ae77b3af807a906cfe778ed2089988b8c99cc7264943387bad6755263681,0,0,0,0
ae531b495cc39b210fc13ef74e7e5e663f8fde658a3535e3b964675f8c417d80,0,1,0,1
d3f990e11fcbb46b10580fe7ea8ae0a4305848e268fa44b4707175f49410bd6b,0,2,0,2
0de00a58a0dbb4c4b6befc9fe1f5e53800993484baab955824798f46fbf3338e,0,14,0,14
40e183653a25fac4cbea3d794679f5bf5a0021969afaaa29ecc36b4258c591cf,0,4,2,2
96d3096dc1ac75a539f5321ac3c3b3fda9039d3ca20cfbd59b4388fb1737a911,0,4,3,1
4d62aecc9873a0daf3d6386d86fe47f7842d644c896eb62b63597f520de074be,0,33,7,26
c7b9b4d2c86ced043cca21012c1b3ec956f5bf783463d6de7f1299b6518ec9b7,0,5,0,5
9dbd85782b534a58c8112faa58e9229fc47e1af101a5dc9b36205bbe22910a57,0,0,0,0
bf9e556b4e32dd8282cece77f86291c3caa584aaabf85c52858c2bdcee15dfa0,0,8,0,8
b2d42a4f59c7d3a248c69c7b1fac925bb90d05322814268eb9cb5eeb96d707b5,0,0,0,0
d974af858b0055b27b13a611938f8f5f8302f7c92779bee2b26e75d0ea290862,0,10,7,3
ab12ae7f7239f7f2f4debff8e57c1632ece0188cd4f587ffaf87afaa40e4bbe8,0,15,9,6
c2050e209416f19af0a1135a66fd66c005d152754da6aae9521d3143ae938634,0,5,0,5
